,overall,reviewText,summary,unixReviewTime,reviewerID,reviewerName
7968,3,"as with many crichton books, this one has an interesting premise based on a few nuggets of science. when we finally get real nanotechnology working, it could well pose more threat than promise. ""gray goo"" isn't really new territory for science fiction, but crichton's depiction of the manufacturing process and software and biology background here are impressive and instructive. the ""nest"" where the nano-based creatures are reproducing is also impressive, though far less believable.

the novel is severely marred by the first-person perspective. there's no real character development, and the facets of the character that are shown are poorly integrated. unfortunately here the narrator and prime actor is a perplexing figure, in many respects unreal, though crichton tries hard. if he still loves his wife, why does he seem to have no regrets at the tragic ending he himself brings about? if he's so smart, why does it take him such an awfully long time in the book to see what is obviously going on around him?

and the plot itself has many elements that are hard to take seriously. self-organizing nanoparticles are one thing, but the way they develop day by day with one behavior after another is quite unbelievable; even more so at the end when behaviors of another sort in cooperation with humans are revealed. what possible purpose would such a progression have for the organized nano-creatures? crichton seems to be pushing concepts of evolution through selection pressure, but it cannot possibly work at anywhere near the speed he depicts here.

but the book is certainly an interesting read, and doesn't disappoint in the way of suspense and plot, despite the unreality of much of the situation that comes up. not a bad effort, but it's not going to give me any new nightmares about ""gray goo"".","thrilling, but not realistic",1133222400,A33ZXAWI4HFY5V,Arthur P. Smith
7975,3,"the historic narrative was very interesting, but the parallel modern narrative was kind of illogical.  maybe some people do live the way the main character did in the story, but i doubt it.",so so,1360195200,A1WIO9AUIEW2K5,Randle Fenimore
7978,3,another gripping thriller that just doesn't cut it.  i recommend it though; it's like one of those tv shows you watch as a guilty pleasure because it so mindless.  enjoy.,oh boy...,1133136000,A1L7MQ9EB9MQ2T,D. C. Berding
7981,3,"as a great crichton fan, i was looking forward to this new novel (as i much as i am looking forward to the one coming out in november). it seemed so very much on the pulse of the newest and hippest technology today : nanotechnology. it seemed as promising and ""fresh"" as timeline. unfortunately... it turned out not to keep any of those promises.

first, it takes half to book to get actually thrilling and tense. we spend too much time in the family life of the characters. then the suspence starts and pick up slowly. by the time they hit the cave, there are only a few pages left and you wish the book would have been longer.

so all in all, ok but could do a whole lot better.",let's prey,1129075200,AZV0P2H26RCAM,s. ilona H.
7985,3,"i was very impressed with the author's gift for creating such an ominous setting here. both the past and present narratives were equally chilling as well as haunting. i enjoyed the historical aspects as well, but overall the style was a little darker than i prefer. it's still a well-written novel and very much so worth reading, however.",very dark,1358294400,A3RW0PQT5UQST0,Spencer
7989,3,"once again, michael crichton uses one of his plots to warn human civilization against the evil that can possibly come from new technology that we don't fully understand. he did it in the excellent ""jurassic park"" - his best book so far, in my opinion - and in ""sphere"". but now the results are far from what i expected.

this time it's nanotechnology instead of dna manipulation and dinosaurs. there is a close environment, also an island of sorts, an isolated facility in the middle of the nevada desert. the villains of the story are swarms of nano-entities that were supposedly intended to help during medical procedures; but these swarms, whose behaviour is dictated by a computer code, have evolved and ran away on their own. nobody knows how they did it and nobody knows what they'll be capable of. a group of scientist and computer wizzards are called to get them back before god only knows what kind of destruction the evil swarms are planning to do.

nanotechnology is fascinating, but crichton's book is not. crichton recently seems to be suffering from johngrishamnitis, a disease that attacks the creative part of authors that used be great a little while ago. ""prey""'s plot is very thin, the characters were all the same to me - divided between the good ones and the bad ones - and all that happens in the book seems to follow a mediochre hollywood script. sure, there are thrilling parts and chapters in the story, but i knw from experience that crichton can do way better than this.

anyway, a fast, mildly entertaining read - perfect for a long flight or a lazy day at the beach.

grade 6.0/10",mildly entertaining - that's all,1124928000,A2NBOL825B93OM,J R Zullo
7995,3,"first, prey - great story - very engaging, thrilling.  mr. crichton is truly a master of suspenseful story-telling.  i found myself sitting in the car after arriving at a destination to continue listening to the cds.  the characters are well-formed - at first some seemed a bit odd and inconsistent, but that is explained by the end.  the whole book occurs in a week -most of it in 2 days, so there is a lot of suspense and excitement packed in.  overall, i'd recommend the book/audio book.

however, what is up with michael crichton and the lectures?  i'm in the process of listening/reading the books i haven't already read.  i read state of fear recently and felt like i was being beat over the head with envirnomental politics.  there was certainly less of that in prey, but certainly the overall message was one of research ethics (or lack thereof) and the book ends with more of a lecture.  i just don't find that enjoyable, and i'm hesitant to read any new books he comes out with since there seems to be a trend toward this.  i understand, mr. crichton's books have always had a ""when research goes bad"" theme, but when reading fiction i don't want to be berated with the author's political/environmental/ethical viewpoints as much as mr. crichton has been doing recently.","interesting, but...what is up with michael crichton???",1122508800,A2EVEO8Y8GOXG4,P.A.K.
7996,2,"if you can resist the temptation to drop it after reading a few pages, few chapters and manage to get captured you may end up liking it.
it took me a lot of effort to reach the end. i found it slow, slow and slow....",it takes a lot of effort to read...,1357776000,A329VLQC6XG0Z5,Saracco Roberto
7998,1,"very slow read...takes forever for the plot to develop and once it gets to the point, there is nothing there. dull and uninteresting dialogue and events lead nowhere.",pointless,1357516800,A22TONYSTLW0CJ,Kindle Customer
8005,1,"not only does crichton build classic, generic, one level personality types, but he also utilizes the same redundant formula he always does - man advances - man's advance gets out of control and threatens to do him in. in this case he uses nanotechnology as the ""fearful antagonist"" but he is not technically accurate, or even complete when describing his own pretend version of the technology. the scariest thing about prey is not the plot (highly predictable) but rather that his portrayal might actually influence people into believing that this is the real nanotechnology of the future, and it is not. the nanotechnology of the future will have amazing benefits, cures for cancer, solutions for environmental issues and food for all (try a google search). and while any emerging technology has it's cautionary side (remember when human jobs were predicted to be replaced with computers by 1985?). crichton's tale is merely a fictional account, and a poor one at that.",not impressive on so many levels,1121472000,A1E9VOPPQ8XQWO,Gina Miller
8007,2,"a far cry from crichton's better workds, prey is disappointing. the thriller element is not lost, however, that's why i managed to complete it. crichton does not seem to have read enough journals and books for this  one, because the usual high density and often disguised technical portions are sparse. even when they occur they're inserted lazily.

everything from the beginning is predictable, if you've read crichton before. the perfectly normal start, then the high tech link person or persons, the tech breakthrough somewhere around a third or the middle of the book, and finally everything going haywire towards the end. and oh, the mandatory dead people. this time, it's nanorobots which do the killing.

crichton's artificial life forms seem to have everything, from vision to inbuilt memory. he goes on adding visual sophistication, audio response, solar power generators and blah blah whenever something become difficult to explain. ai learning? no problem!! they have memory.

pretty unconvincing, primarily because it's not backed up by hard science. it's almost like a bad dream of the andromeda strain towards the end.","disappointing, dilute crichton",1120348800,A3CLTW05145AIG,AB
8008,3,"prey is your typical michael crichton fast paced science thriller. however you feel about crichton's past novels, you will feel exactly the same about this one. like most other crichton yarns, the book covers a time period of only a few days, during which the fate of the world hangs in the balance due to some technological catastrophe caused by overly ambitious scientists. also like his previous books, crichton will educate you on a particular branch of state of the art science. where previous novels covered fields such as paleontology, time travel, aeronautics, and virtual reality, prey deals with the menacing new threat of nanotechnology. for me, this is the only reason i keep picking up every new crichton book that comes down the pike. i enjoy learning about the latest cutting edge technology within the backdrop of a ""worst case scenario"" action story. otherwise, i usually stay away from these sort of fluffy, beach book, dime a dozen thrillers.",decent quick read based on the same old formula,1120348800,A11EEO5XHA9QAH,Matthew Nigrelli
8009,3,"from dr. frankenstein to dr. strangelove, the idea that any advanced technology will turn on its inventor/user, to the determent of civilization, has frightened and thrilled us as readers! michael crichton has been able to scare us to death with his action packed visions of a future where bacteria, viruses and dna cloning turn against the human race. having read almost all of his books, the andromeda strain and jurassic stand out as master pieces of technology run amok. unfortunately prey doesn't!

it isn't that the premise lacks timeliness - nano-manufacturing is becoming a very realistic process. it may just be that i know very little about diseases and the cloning of dna and a lot about micro-machines. working in the area of software agents that ""swarm"" within computer networks and learn through group experience, we humans can make the ""software"" only so smart. building micro, self powered, flying devices that can monitor air quality or send video feeds back to remote ""observers"" - not controllers - are moving out of laboratories and into field testing today. but, we are far, far away from the premise of prey.

crichton has moved from industrial fantasy to science fiction in prey. yes it is exciting - it is a good airplane read. but, it is not at the level of many of his other books. i await his next.",neither andromeda strain nor jurassic park,1120262400,A1IM7XWNETV5RC,D. F SHAFER
8015,3,"i should put disclaimers on this review because my rating doesn't really do the book justice. mo hayder is a very talented writer and i enjoy the flow of her narratives. i struggle with the content and ""ick"" factor in her books. this book had many of those creepy moments; i had to stop listening (this was an audiobook) because it was getting to me. i can't even say creepy is the right word; it was more like i need to step away and shake off the chill/tension. i couldn't take how dark the characters were at times - and i'm not talking about dark as in the character doing something wrong/bad/evil all the time just the gritty side they all had.

grey has left her graduate program to continue researching a mysterious film that documents one of her obsessions. her obsession is the japanese occupation of nanking in 1930s. grey has found out that a film might have been shot of the nanking massacre. determined to find the film, she sets off to tokyo to find a chinese professor, shi chongming, who is teaching there that might know where the film is.

grey isn't a warm and fuzzy character. in fact, there are no warm fuzzy characters in this book. hence why i called them dark earlier - there are no bright characters and one of the only characters i found even slightly refreshing was strawberry. strawberry is the owner of a teahouse called ""some like it hot"" where grey ends up working to help stay in tokyo. she was quirky and i didn't find her as dark as everyone else - including grey. the characters all have the flaws which in part fits the topic of this novel but at the same time, really hurt my ability to connect or care for any of them.

even though you know what grey is going to discover about what happened in nanking, i think the ending and build up for it still had surprises. i thought this novel was interesting and the audio production was excellent. narrators simon vance and josephine bailey were excellent for the most part. i had my ""ick"" moments and struggled with the gritty characters so this book gets 3 stars.",excellent writing but dark characters made this hard for me to enjoy,1349049600,A1BVFLQ89LAI0K,Sassbot
8020,2,"ugly, poor, bad, and strange, the other two novels by mo hayder were brilliant. not this one! this is a bad crap, and not fascinating. not recommended. the sample is enough.",the heck,1346457600,A225FSQV4HRQGF,Lovere E. Ding
8023,2,"interesting premise, but so formulaic that crichton's real motivation to take this straight to the big screen becomes transparent.  michael, don't let us down.  remember your roots and andromeda strain.",crichton can do better,1116979200,A2RM2ZJAKK6AEU,George H. Garfield
8024,1,"this book is, sadly, one of the poorer scifi stories i've ever read. from cover to cover, it is filled with inane, trite convoluted plots and annoying unrealistic characters that take us on a whirlwind trip to nowheresville.

some less discriminating readers may enjoy this type of airport drivle, but i was rather tunred off by it. anyone with a desire for any type of realism in a novel would be forced to ask several discriminating questions about the story. why do these supposedly brilliant scientists act like territorial adolescents? why are there only 5 workers in a billion-dollar nano-manufacturing plant? why is the first hundred pages dedicated solely to the main characters 30-something midlife problems? why do books like this always turn into zombie stories?

if you want to waste 5 bucks on a laugh, by all mean buy this book. then destroy it.","horrible, simply horrible",1116720000,A1H08N0SONUW2A,Davey Williams
8026,3,"i walk away from prey with mixed feelings.  admittedly, i was entertained by the book, but when i look back i feel somewhat tricked.  prey reminded me of something that i did often in college - i'd get so hungry that i would seek out and consume an entire meal of exceptionally low-quality food; only upon finishing would i realize that it sort of sucked.  it certainly seemed good at the time.  in the case of prey, mostly the entire thing was devoured at such a pace that i hardly noticed the book's occasional ridiculousness, particularly near the end (kisses of death?), nor did i really mind the thin characters (and thinner enemy).

if that was all there was to say about prey, i would have been pretty disappointed.  fortunately, the book's look at various interdisciplinary sciences and technologies definitely held my attention.  yes, it is a mostly negative portrayal of artificial life and nanotechnology (though crichton never mentions it by name, the doomsday grey goo scenario definitely inspires this work) and yes, the events that take place here are over-the-top, but let's not fool ourselves - this is science fiction.  you could make an argument that one function of good science fiction is to get us to reflect on the impact that technology has/could have on our lives, despite how exaggerated and unrealistic the claims may be (hence fiction).

in prey, everything is oversimplified (it has to be) and at times way too much liberty is taken with emergence (think: ""what?  the swarm can now ______?!  it must be emergent behavior!"").  ironically, i found that what really drove the book was, in fact, the emergence and evolutionary computing aspects - these were way more intriguing than the nanotechnology or prey's thesis of unintended consequences.

crichton weaves all of this into a suitable storyline... i wouldn't say a ""good"" storyline, but it works, and it holds your interest for sure.  you weren't going to read this book for the colorful characters anyway, much like how i, in college, wasn't eating that greasy pizza for its rich, exotic flavors.  i was eating it because it was quick and tasty, and as i mentioned, prey is a fast read and serves up some tasty ideas (many science-based, and many fiction-based).  ultimately, this is what makes it safe for consumption.",beach reading,1116201600,A1K5NCN1T2DSNB,Christopher R. Calvi
8027,3,"really 2 stars and then 1 extra one for the fact that i wanted to keep reading and not want to put it down.

if you are looking for a book with character depth, this is not the one.  however if you are looking for a fast paced sci-fi book about nanotechnology, this is a good book.  not detailed hard sci-fi, but hollywood sci-fi.  i suspect that there will be a major hollywood movie starring will smith as the protagonist based on this move... oops i mean book.

by good summer read by the beach - i mean that you can skim a lot of the book and it will not matter.  you can then pickup wherever you left off and continue reading and be enjoyed by the book.",good summer read by the beach,1114732800,A2K8J0LBKDXB1X,Dave MacCrimmon
8029,1,"a terrible book. i gave up and abandoned it after 150 pages of its 400+ pages.

most disappointed because i have read many good things about mo hayder and she was recommended by friends. but i just couldn't get into this book at all. a very boring read. the font size was also very small and difficult to read. that's why i love my kindle -- you can increase the font size. if i'd got the kindle version perhaps my opinion would be different, but i doubt it. skip this one.

i will give her another try, but maybe one of the jack caffery series for which she is most famous. hope it is better.",terrible waste of time,1328313600,A1MH21UPS7N2A2,James A. Anderson
8033,2,"the central figure of this ugly, pathetic story is the repulsive and stupid ""grey"" who, obsessed by the rape of nanking by the japanese in 1937, goes to japan in search of a lost film documenting the horrors of what was a case of generalized slaughter of the inhabitants of that city. grey, throughout the book, reveals herself as a semi-savant through her learning of many kanji, although her rapid progress in spoken japanese seemed far-fetched to me, and also as a social incompetent, a fool (she allowed herself to be gang-banged at the age of 13 and excused it on her ignorance of sex) and utterly insensitive to the extent that she torments the aged chinese survivor of those distant events to satisfy her own morbid curiosity about what happened. this connects with cannibalism practiced by at least one (and probably more) japanese soldier and still indulged in by an elderly veteran of the war and now a powerful and feared yakuza boss. for those of you who delight in such grotesque and ugly fables such as the silence of the lambs, this book will satisfy the macabre ghouls alive and well within your souls (?), but for any sane and healthy person it is best avoided. there is such a thing as too much ugliness as well as there being a quality known as good taste. if you want to deal with horror and cruelty, take a look at what american foreign policy and military intervention have caused in the way of human suffering and forget the garbage produced by m. hayder.",best not read and a warning not to read any more by her,1307318400,A2ONXBK70IJ193,Richard Nash Creel
8036,2,"while the technical plot and science were interesting, the lack of any real human emotion among the characters was something i found to be disconcerting.  without giving away much of the plot, i found a lack of realism in the effects that friends' and long-time colleagues' misfortunes had upon the hero, jack, as well as upon each other, not to mention the lack of emotion about what was occuring to spouses and children.

this, to me, was such a major shortcoming that it made the whole experience unbelievable and unsatisfying for me as a reader.",where's the emotion?,1114041600,AMQ5FKDIMLVBV,Amazon Customer
8038,3,the plot was good and the science was very interesting.  it was way too predictable though and lacked any surprise at the end.,"good plot, too predictable though",1112918400,A38ZPMXM59BVHN,J. Stockamp
8039,3,"this book follows a programmer as he tries to stop a rogue swarm of nanobots and save his marriage.  guest appearances are made by: stinky tech guy, wimpy tech guy, anal retentive, does what ever the boss wants tech guy, the unfaithful wife, the talented chinese scientist, and the i will analyze members of my family psychologist.

  i will preface this review by saying that prey is the first michael crichton book i have read.

  that being said, prey is an average science fiction novel at best.  the science is viable but the story lacks a real hook.  the characters are one dimensional and very stereotypical.  i really did not care for or relate to any of the characters.  crichton has the ability to scare the reader with the most evil potential of a technology.  he has a gift to see a worst case scenario and create a character, eventhough one dimensional, that has the ability to survive this technology gone wild.

  this book was enjoyable and the ending was clever.  it did not get to pager-turner status until the middle to end.  the book did have a nice flow and was written in an after actions report type format that was interesting.  the only bog downs in the story is when crichton is explaining some elementary techno babble (what is a nanobot anyways?).

  this book may do well for fans of thrillers or as an intorduction to sci fi, but the experienced sci fi fan will see this book as lackluster.  i say save your money for the movie when it comes out.",lacks real character.,1112918400,A1PQTL9OQLEOVK,Budd
8040,3,"jack is a computer programmer at a very high level, married to a computer scientist, julia. after losing his job, he becomes a house husband, caring for their three children and puzzling over the strange changes that have happened to his wife since she became the sole breadwinner and even more immersed in her work than before. her attitude to jack and the children becomes strangely out of character and when he is invited to join her firm in a laboratory in the nevada desert, she is involved in a car crash and put out of action temporarily. the firm is involved with creating a state of artificial life in the form of nanoparticles, micro robots which are self reproducing through the consumption of the decaying flesh of humans and animals. the creatures swarm like bees, are intelligent, virtually alive and cannot be destroyed. while jack is there at the laboratory, ricky, the head of the project, directs the swarm to destroy some of the working scientists, who are killed and absorbed into the swarm. julia reappears, totally in cahoots with ricky and trying to kill her husband. this kind of futuristic sci-fi isn't my usual reading and frankly i find much of it terribly hard to understand. what i do know is that the possibility of any of this sort of thing happening scares the socks off me !",scary stuff,1112659200,A2PWUIQG57O1AZ,Beverley Strong
8042,2,"read this one on a glowing recommendation from my cs 511 prof - which just goes to prove just how stupid the academic elite can be.  (hey, i just proved dr. crichton's point and i didn't even have to create a race of super-powered machines to do it.)  i'm just glad i got it out of the borders bargain rack instead of paying list for it.

warning - here be spoilers...

1) the characters are flatter than lavash bread.  jack is the put-upon saint, julia is the career-chasing harridan, ricky is the too-slick corporate type, and so on.  i've read better characterization in ""xena: warrior princess"" fanfiction.

2) oh-so-convenient plot twists.  the techie gurus involved in the xymos project just happen to need an expert on evolutionary programming, which jack just happens to have pioneered, so they just happen to fly him out to their top-secret research lab which just happens to be 160 miles from nowhere in the nevada desert.  sorry, that's just a little too much coincidence for my diet.  oh, and by the way, dr. crichton:  you've done the science run amok thing many, many times before, and considerably better.  find a new hobbyhorse, please.

3) shoddy research - and since this is allegedly crichton's forte, this upset me more than anything.
* please pick an element - either the nanobots are carbon or silicon.  if they're c, there's no reason to eat the memory chips; if si, no reason to eat bunnies/snakes/humans.  (then too, if silicon was all they wanted, why only take the memory chips and leave the cpus and such alone?)
* the 'bots should never have been able to survive their own manufacturing process.  we know from the first few chapters that a hospital mri will kill them, and those typically run at 1-3 tesla.  a 33-tesla magnetic field, pulsed or not, would fuse any nanoscale metallic assemblage into unusable slag, to say nothing of frying pretty much any electronically based memory storage system.  (my palm gets scrambled whenever i walk inside the 10-gauss limit of the chem building's nmr unit - that's only .001 t.)  all they would have had to do to kill the 'bots permanently would be to pulse that sucker a couple times.
* phage viruses do ugly things to bacteria, but they wouldn't touch any non-bacterial organism - like, oh, a 'bot.
* crichton's handling of computer programming hasn't improved any since ""jurassic park.""  when jack goes code-diving into the 'bots' programming, i was painfully reminded of the bs hacking displayed by the kids (it was tim in the book, lex in the movie.)

4) as a previous reviewer said, plot holes a t. rex could stroll through.  the last chapter (i refuse to call it a conclusion) raises more questions than it answers.  the just-happens-to syndrome also recurs in full force.

the only thing that saved this book from a complete pan?  one of the programmers is depicted as wearing a ""ghost in the shell"" t-shirt.  (for those who've never hung out with an anime otaku or watched late-night cartoon network, gits is a famous japanese animated drama, which began as a graphic novel and spawned two animated movies and a tv series.  it deals with a computerized world in which a rogue program evolves to sentience within the internet, and how it interacts with the human world.  gits was the inspiration for ""the matrix,"" and it's also one of my favorite anime series.  dumb, but true.)

speaking of which, i think i'm going to go throw my copy of ""ghost in the shell"" into the dvd player.  at least mamoru oshii dealt with intelligent machinery, well, intelligently.",poor effort from an author who should know better,1109808000,AYCOR5XRUOG6J,Lindsay Murphy
8043,3,"crichton didn't go far enough in his vision of what nanotechnology is really capable of. granted, in the book, nanotechnology is brand new and so we don't get to see it in all its glory, but we are led to believe that it is good only for turning once-well adjusted people into evil superhuman zombies. i don't have a problem with technology being corrupt, but the direction crichton takes us in, i thought, is a tad juvenile and could easily have been concocted by an eleven-year-old.

despite this drawback, the book was phenomenal for the first third. i found the stay-at-home-dad protagonist to be crichton's most sympathetic, fully-fleshed, totally relatable character, and it was moving how emotionally confused he is at the prospects of his fantasy marriage falling apart. he's depressed. he's tired. he's flawed. he's human.

then, as soon as he visits the xymos research compound, he morphs into a typical crichton square-jawed-walking-encyclopedia-macgyver who is familiar with every single study conducted in the field of science and every paper written in any academic science journal since the dawn of mankind. and of course he can recall every last obscure detail from any of these studies and papers in a matter of nanoseconds. and all this from a guy who's been out of work for half a year. for once i'd like to see a crichton protagonist declare, ""i have no freakin' idea what's going on here!""

the storytelling is a little sloppy. he throws us all these mysterious, gripping clues and hints and then leaves you wondering about them until the last handful of pages. basically it's: ""you remember all those mysterious and gripping clues earlier in the book? well, here are their explanations. number one . . ."" i enjoy the mystery, but not how the mystery is revealed.

i'm probably being too harsh. did i enjoy the book while i was reading it? a resounding yes. a critic wrote that prey is crichton's most ""cinema-ready"" novel. while i disagree, it's certainly one of his strongest.

for a much more arresting view of what nanotechnology is capable of, read ray kurzweil's the age of spiritual machines.",typical crichton fare,1109635200,ANRD10YW616JL,Joseph Guyer
8048,3,"this book was extremely difficult for me to get into.  the prose was leaden at first and i almost gave it up.  but the good reviews i'd read made me curious enough to continue.  it got easier to read, but for the most part this author's style was not for me.  there were two exceptions:

one is that the author can write suspense.  there were some sections of the book with hefty doses of it, and it was done well. every so often i'd hit one, and it's what kept pulling me along toward the end.

the other is at the end, when the explanations fall into place.  it was well done, and affective (yes, that's the spelling i wanted).

still, for the most part, the plot and characters are what i consider to be pulp.  as such, it's entertaining to read, outrageous, titillating, extreme in order to capture attention, but it's not realistic.  none of the side characters are to be mistaken for real humans; they're defined by their eccentricities, not anything i could identify with, except perhaps fear. the plot seems just this side of a sci-fi conspiracy novel, though by the end you see it is not.

so all in all this was a mixed bag. once i realized that this was a dressed-up pulp novel, i sat back and enjoyed it.  i'm glad i read it, but a reader should go into it not expecting literature, but rather just a good tale that it may take a little while to get into.","tokyo, a mixed bag",1266019200,A2EKJOB8XFS4WK,Amazon Customer
8052,2,"i was excited to pick this book up from the library. i had heard some good things about it. well it started off slowly and i really began to realize that there was an immediate need for an abridged version. stat. if there was one, it was my fault for overlooking it, however even that was not enough to help me. the main character, grey, is so hopelessly annoying that i immediately didn't like her. her characteristics are so extremely so pathetic that i can't find anything redeeming to her. then there is the second main character, shi (something) i didn't even care enough to remember it. the book intertwines his feelings during the invasion of nanking through recounts of his diary and the present day actions of grey in her attempt to see a miserable and disturbing video of the atrocities of the japanese soldiers during the nanking invasion-- which shi was witness too. it gets more and more long winded and annoying and soon i just felt like i had wasted  several days of my life reading this travesty. i will not be reading any more of her novels and i am very very glad i picked this book up at the local library. good grief and good bye.",long winded travesty. what is the hype?,1239408000,A1OWQG2KQ0HLK0,chewy26
8053,2,"to manufacture the paper of this novel's pages.

it's discouraging to write an unfavourable rev given the high praise this book has won, both from other reviewers and from authors who write relatively good books and should know better (i.e. connelly in the inside blurbs. i conclude that either they are paid to say what is reported, or that they have no taste whatsoever, or else that there is a kind of 'guild solidarity' among thiller's and mistery book's authors, as there is for example in the medical profession about colleagues' malpractice). of course this is my debatable opinion.

the main character is grotesquely unbelievable: an english girl who had a totally implausible sequestered childhood (in a ""crumbling cottage, where no roads came and no cars passed [p. 25], ...[with] the laxity creeping into [the] home, coming from the weed-choked windows, slinking past the damp piles of paperbacks""), with a mother that ""wouldn't trust a school not to fill my head with the wrong things so for years i was educated at home ... [with her mother] sometimes ripping offending pages from novels [pp. 18/19]"". when she's 13 years old, she unwittingly commits an implausible, and to her eyes atrocious, act; then leaves home and -the book is very vague here- schools herself in chinese and japanese in the hospital ward (or perhaps she does it earlier or later); she doesn't graduate from (but at least gets to second year of) london university; and she's always haunted by a japanese atrocity committed during the 1937 'rape of nanking' [a real historical episode] she had read about at home in an ""orange book"" the mother wrote to her ""i am sure you believe this book exists, but let me promise you this, you didn't read such rubbish in my house[p. 18]"" and she can't find anywhere else. so when she stumbles upon an indirect clue to a document about the atrocity, she hops on a plane and flies to japan [at twenty? twenty six? what's clear is that she's spent almost half her life (""nine years, seven months and eighteen days"": my, is she obsessive!) studying the massacre] ""with a fistful of yens [she earned] packing frozen peas in a factory, wearing away the skin on my fingers"" (p. 24), to interview an old chinese professor who maybe knows something about what really happened in 1937.

[by the way, hayder has this common but annoying trait among semi-literate writers of confusing ""to promise"" with ""to assure"".]

then our heroine is in japan, and presto!: she is transformed from a bumbling, incoherent wretch haunted by her childhood memories into a normal woman, who is to boot a desirable japanese club hostess (together with two russian prostitutes and acquiring an attractive white male lover in the process) and ultimately into an almost james bond-feminine- equivalent, foiling the most experienced thugs of the japanes mafia, assisting the professor, and in the process finding the truth about the 1937 episode and becoming reconciled with her inner demons.

about half the book consists of the chinese professor's 1936 diary, which is an attempt to create a creepy atmosphere by describing key events -and many unnecessary fillers, among them detailed topographical descriptions of certain parts of the city- in an oh so pompous and (failed) doomsday style, but that imo fails to deliver any suspense, so that you could replace it with two pages of narration and throw away the rest. you therefore have two main characters: the english girl/club hostess/mafia-buster, and the witness to the 1936 events. the alternate narrations (both in the first person) should provide variety, but the 1936 part is at times almost comic (i mean, the professot is so naive as to sometimes sound unreal).

a book to avoid. if you purchased it and read it, then, like me, you have utterly wasted yout money and your time. i awarded a second star for the research, but on second thought that's useless: who has't read about the (real part of the) japanese atrocities in general and the nanking massacre in particular? and as for the parts about tokyo nightlife, and the japanese gangsters, there are a host of better, more detailed book you can find here at amazon by simply typing the words.

warning: more comment but possible spoilers ahead!

the plot (assuming it can be said to exist) is contrived, and its leitmotiv is clear from about page 30 onwards. there is an additiona ""twist"" at the end that becomes evident by two clues: one somewhere before p. 150 and the other somewhere after p. 210 (exact numbers omitted so an not to spoil completely).

my opinion? by any means, don't buy this book. if you purchased it and didn't read it, donate it to a paper recycler. in both cases, if you want a ""atrocities"" replacement, read instead the far superior ""tropic of night"", by gruber.","the true victims are not the book's, but the trees some devil felled",1232236800,A30WRE5N6JRFJZ,"WB, Zeno"
8054,3,"the previous two novels that i read by hayder were quite disturbing, so i expected something equally dark here. the book failed to live up to that same level as in&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/birdman/dp/0802146120/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">birdman</a>&nbsp;or even&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/pig-island/dp/0143113607/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">pig island</a>. there were a few scenes that gave me chills and turned my stomach, and the plot had some very surprising twists, but ultimately, the pacing felt surprisingly slow. and by the last page, the book did not feel concluded. it ended on an unfinished, and rather unsatisfying note. the narrator's motivations were not properly explained, and justin's role in particular was left hanging. i liked hayder's distinctive style and her turn of phrase, but it just didn't meet my expectations for her work. i will, however, continue to keep an eye out for this talented author - but i wouldn't recommend introducing yourself to her work in this volume. it just wasn't her best.","not her best, but still a decent read",1231977600,A1D5RCOILPC9LX,Yolanda S. Bean
8057,3,"prey is a novel about the possible consequences of nanotechnology going wrong. crichton very cleverly describes how nanotechnology, molecular biology and computer technology (ai) will fuse in the nanotech world. he does careful research and the arguments are presented by the protagonist who is a project manager in the nanotech world.

the book describes how one application of nanotech will be based on a predator-prey system, which will be modeled upon animals in the real world (like a colony of ants). such systems may not have a central intelligence (like humans or a company) but instead have collective intelligence based on simple rules. it is a largely a tightly written book, quite well paced and the characters are real. the appendix at the end provides references to seeming interesting material on nanotech - both technical and social from scientists working in the field. every book i have read written by crichton has been interesting and i have learned something from it. but then it is just my bias towards someone who is a dr from harvard and very well travelled? in any case, i enjoyed it and look forward to the next one!","fast paced book where nanotech, biotech, and ai meet",1107302400,A3HFQ09AOOWNVU,Shalin Chanchani
8058,3,"let me tell you, i was so hooked the first 50 or so pages, i couldn't stop reading.

i thought this whole ""nanotechnology"" business was fascinating...i couldn't get enough of it. as you're reading, you yourself will imagine dozens of horrific ways this sort of stuff can go awry. thinking back to ""jurassic park"", he does something similar: a cutting-edge, just-in-the future technology that has one obvious but still quite interesting focus (dino-dna cloning), and then takes you on a rollercoaster that springboards from that initial conceit.

this book has that locomotive start. you learn more and more about these swarms and computing technologies that seem ominous and powerful and mysterious.

then, and fairly suddenly, the plot devolves into a sub-standard b-movie scenario.

you know, a group of people, isolated, with ""something out there.""

ooh...run outside! quick! get back inside!

i dunno...i just expected so much more from the way this novel opened...something more disturbing, i guess. it seems that the misuse of what crichton describes could go so way beyond what is conjured here, this seems slight.

halfway through you'll think this might make a cool movie. then you think, well, maybe a tv mini-series or something.

now i think (hope) this is merely a prequel to something far more sinister and suspenseful.",a fascinating premise that goes nowhere...,1106784000,A25AXWGBGJ5KBS,M J Heilbron Jr.
